word	source_pages
тау-ҙай	gram/zvuk/izmen.htm
тағ	gram/zvuk/gubn.htm;gram/zvuk/sog.htm
таңнар	gram/morphol/suchestv/grammkatsych/chislo.htm
тев	gram/zvuk/sredneyaz.htm
тег	gram/zvuk/sredneyaz.htm
тегенеһе	gram/syntax/vvodzam.htm
тегиң	gram/zvuk/sredneyaz.htm
теке	gram/morphol/suchestv/grammkatsych/katprinad.htm
темекһен	gram/zvuk/izmen.htm
темп-ы	gram/zvuk/gubn.htm
темпын	gram/morphol/glagol/naklonpovel.htm
тен	gram/morphol/prilag/maloprodaffi.htm
тер	gram/alfavit/princpisma.htm;gram/fonomorph/fonproc.htm;gram/morphol/glagol/ponudzalog.htm;gram/morphol/mestoim/neopredmestoim.htm;gram/morphol/modslova/modsldoljneob.htm;gram/morphol/podrajslova/structpodrsl.htm
тере-л	gram/morphol/glagol/stradzalog.htm
терҫ	gram/morphol/podrajslova/structpodrsl.htm
техниг-ы	gram/alfavit/princpisma.htm
тең	gram/morphol/chislit/pribchslit.htm;gram/morphol/narechie/adverb.htm;gram/morphol/suchestv/grammkatsych/padezkat.htm;gram/morphol/suchestv/grammkatsych/rodpadez.htm
ти-п-тиҙ	gram/fonomorph/zvizmprired.htm
ти-ре	gram/zvuk/slog.htm
ти-шек	gram/zvuk/zv4.htm
тиб-ы	gram/alfavit/princpisma.htm;gram/zvuk/gubn.htm
тиби-тиби	gram/morphol/podrajslova/zvatslova.htm
тикг	gram/morphol/souzy/protivsouz.htm
тиктем	gram/morphol/poslelogi/posleloguprosnpad.htm
тикәр	gram/zvuk/zv5.htm
тилемсэ	gram/morphol/prilag/slojaffi.htm
типа	gram/morphol/glagol/katotritc.htm
тирактыр	gram/zvuk/zv11.html
тириг	gram/zvuk/glpr.htm
тирән	gram/zvuk/zv1.html
товарищ	gram/morphol/glagol/vnutriglaol.htm
топ-томалға	gram/morphol/narechie/razryady.htm
тор-мош	gram/fonomorph/fonproc.htm
тор-о-ғоҙ	gram/fonomorph/fonproc.htm
торбатомшоҡ	gram/morphol/suchestv/parsych.htm
тормош-о-боҙ-ҙоң	gram/alfavit/princpisma.htm
тормыш	gram/zvuk/zv1.html
тормышыбыҙ	gram/zvuk/glzr.htm
торорһоңмы	gram/syntax/predlojenie/skazuem.htm
торуғ	gram/zvuk/glzr.htm
тоғ-ом	gram/zvuk/sog.htm
тоғра	gram/morphol/prilag/maloprodaffi.htm
тоғру	gram/morphol/prilag/neprodaffi.htm
тоҡо	gram/morphol/suchestv/grammkatsych/katprinad.htm
тоң	gram/morphol/suchestv/grammkatsych/padezkat.htm
трАктор	gram/zvuk/udar.htm
трАкторҙар	gram/zvuk/udar.htm
тракто-рис-ты	gram/zvuk/slog.htm
тракторист-ы	gram/zvuk/slog.htm
трах	gram/morphol/podrajslova/obchchar.htm
три	gram/morphol/chislit/razdelchislit.htm
трр	gram/morphol/podrajslova/zvatslova.htm
тррр	gram/morphol/vvodzam.htm
трудящиеся	gram/syntax/predlojenie/tipypredl/slojnpredl/slojnpodchpred/pridatpodlej.htm
тулҡынла-мыусы	gram/morphol/mestoim/opredmestoim.htm
тум	gram/zvuk/izmen.htm
тунған	gram/zvuk/izmen.htm
турғайлар	gram/syntax/vvodzam.htm
туғ	gram/morphol/chislit/obchchar1.htm;gram/zvuk/zadneyaz.htm
туғғыҙ	gram/morphol/chislit/kolchslit.htm
туҡауһыҙһөйләне	gram/syntax/slovosochet/glagslovsprimclenfvy.htm
туңҡан	gram/zvuk/izmen.htm
тфу	gram/morphol/mejdomet/mejdomet.htm
тфу-тфу	gram/morphol/glagol/naklonpovel.htm
тынгыһыҙ	gram/morphol/mejdomet/mejdomet.htm
тыр	gram/alfavit/princpisma.htm;gram/fonomorph/fonproc.htm;gram/morphol/glagol/affiks.htm;gram/morphol/glagol/ponudzalog.htm;gram/morphol/glagol/vnutriglaol.htm;gram/morphol/mestoim/neopredmestoim.htm;gram/morphol/podrajslova/structpodrsl.htm;gram/morphol/prilag/maloprodaffi.htm
тырт	gram/morphol/podrajslova/structpodrsl.htm
тыс	gram/morphol/prilag/sostavprilag.htm
тысяч	gram/morphol/chislit/pribchslit.htm
тыштал	gram/zvuk/izmen.htm
тыҡы	gram/morphol/suchestv/grammkatsych/katprinad.htm
тэнэг	gram/morphol/prilag/maloprodaffi.htm
тюрк	gram/morphol/prilag/maloprodaffi.htm
тү-бә	gram/zvuk/slog.htm
түг-ел	gram/alfavit/sovbashalf.htm;gram/zvuk/sredneyaz.htm
тәбаһа	gram/fonomorph/fonproc.htm;gram/zvuk/udar.htm
тәй	gram/morphol/prilag/prodaffi.htm;gram/syntax/predlojenie/obstoyatsrav.htm;gram/zvuk/udar.htm
тәкәр	gram/zvuk/zv5.htm
тәмһеҙлә-н	gram/morphol/glagol/vnutriglaol.htm
тәмһеҙләндер	gram/zvuk/slog.htm
тәр	gram/morphol/suchestv/grammkatsych/chislo.htm
тәрби-ә	gram/zvuk/slog.htm
тәрәзә	gram/zvuk/zv5.htm
тәрәф	gram/morphol/poslelogi/obchchar.htm
тәстә	gram/zvuk/zv5.htm
тәш	gram/morphol/prilag/prodaffi.htm
төб	gram/zvuk/glpr.htm
төбө-н-дә	gram/morphol/suchestv/grammkatsych/katopred.htm
төмө	gram/syntax/predlojenie/tipypredl/slojnpredl/slojnpodchpred/pridatuslov.htm
төр-әт	gram/fonomorph/fonproc.htm
төрле	gram/zvuk/glpr.htm
төссе	gram/zvuk/izmen.htm
төтен	gram/zvuk/glpr.htm
төче	gram/zvuk/per1.htm
төчкер	gram/zvuk/per1.htm
төш-өнкө	gram/fonomorph/fonproc.htm
төшөрәләсәк	gram/syntax/predlojenie/tipypredl/slojnpredl/bessouzslojnosochpredl.htm
төшөңкө	gram/zvuk/zadneyaz.htm
төңгө	gram/zvuk/izmen.htm;gram/zvuk/zadneyaz.htm
төҫ-сө	gram/zvuk/izmen.htm
у-раҡ	gram/zvuk/zv1.html
у-сы	gram/fonomorph/fonproc.htm
у-ҫаҡ	gram/zvuk/slog.htm
уау	gram/morphol/mejdomet/mejdomet.htm
уйлайым-уилайым	gram/morphol/glagol/deeprnaa2.htm
уйн-а	gram/fonomorph/fonproc.htm
ултыр-ыш	gram/fonomorph/fonproc.htm
улуғ	gram/zvuk/sog.htm;gram/zvuk/zadneyaz.htm
улың-ды	gram/fonomorph/fonproc.htm
умнее	gram/morphol/glagol/obchchar.htm
умнейший	gram/morphol/glagol/obchchar.htm
умный	gram/morphol/glagol/obchchar.htm
университете	gram/morphol/suchestv/parsych.htm
урЫнбаҫарһығыҙ	gram/zvuk/udar.htm
урамтан	gram/zvuk/izmen.htm
урта-һы-н-да	gram/morphol/suchestv/grammkatsych/katopred.htm
урын-лаш	gram/morphol/vvodzam6.htm
урыҡ	gram/fonomorph/zvizmprired.htm
урыҡ-һ-урыҡ	gram/fonomorph/zvizmprired.htm
урғылышып	gram/syntax/predlojenie/tipypredl/poryadokslov.htm
уф-ф	gram/morphol/mejdomet/mejdomet.htm
уфф	gram/morphol/mejdomet/mejdomet.htm
участвовали	gram/syntax/predlojenie/tipypredl/slojnpredl/slojnpodchpred/pridatpodlej.htm
учеттан	gram/morphol/glagol/obrslojgl.htm
уыж	gram/morphol/podrajslova/structpodrsl.htm
уыжт	gram/morphol/podrajslova/structpodrsl.htm
уыҡ	gram/morphol/prilag/slojaffi.htm
уя-т	gram/fonomorph/fonproc.htm
уҡ-ыу-сы	gram/fonomorph/fonproc.htm
уҡы-й-ым	gram/fonomorph/fonproc.htm
уҡы-йһым	gram/morphol/glagol/moddolj.htm
уҡытыусЫбыҙ	gram/zvuk/udar.htm
уҡытыусылАрбыҙ	gram/zvuk/udar.htm
уҡыштыр-ғыла	gram/morphol/glagol/vnutriglaol.htm
уңты	gram/zvuk/izmen.htm
уңъщда	gram/syntax/predlojenie/odnordopol.htm
фабрик-завод	gram/morphol/mestoim/opredmestoim.htm;gram/morphol/mestoim/pritmestoim.htm
фамилия-лаш	gram/fonomorph/fonproc.htm
фаҡир	gram/morphol/suchestv/affik.htm
формы	algram/glagol.htm
фотосымы	gram/morphol/suchestv/affik.htm
фәни	gram/morphol/prilag/zaimaffi.htm
фәнн	gram/morphol/prilag/zaimaffi.htm
хал	gram/alfavit/princpisma.htm
халҡ	gram/alfavit/princpisma.htm
харш	gram/morphol/narechie/lexsostav.htm
хзбәр	gram/syntax/predlojenie/tipypredl/slojnpredl/uslojslojpred/slpredodnaglav.htm
хлеб	gram/morphol/suchestv/parsych.htm
хол	gram/alfavit/princpisma.htm
холҡон	gram/syntax/predlojenie/dopolnenie.htm
хоть	gram/syntax/predlojenie/tipypredl/slojnpredl/slojnpodchpred/pridatpodlej.htm
хотя	gram/morphol/glagol/naklonuslov.htm
хотят	gram/syntax/predlojenie/tipypredl/slojnpredl/slojnpodchpred/pridatpodlej.htm
хоңор	gram/zvuk/glzr3.htm
цифр-лы	gram/alfavit/princpisma.htm
чап	gram/zvuk/per.htm
чашка	gram/zvuk/per.htm
челюскинсылар	gram/morphol/suchestv/affik.htm
чемодандарына	gram/morphol/glagol/vnutriglaol.htm
чиш	gram/zvuk/per1.htm
член	gram/zvuk/per.htm
члендары	gram/syntax/predlojenie/tipypredl/slojnpredl/period.htm
членлыҡ	gram/morphol/suchestv/affik.htm
чоткы	gram/zvuk/sog2.htm
ччи	gram/zvuk/per.htm
ччотка	gram/zvuk/per.htm;gram/zvuk/sog2.htm
ччоткы	gram/zvuk/per.htm;gram/zvuk/sog2.htm
шад	gram/morphol/suchestv/affik.htm
шарындагы	gram/syntax/predlojenie/tipypredl/slojnpredl/slojnpodchpred/pridatsled.htm
шатара	gram/morphol/prilag/maloprodaffi.htm
шатрандж	gram/morphol/prilag/maloprodaffi.htm
шебеш	gram/zvuk/izmen.htm
шек	gram/morphol/prilag/maloprodaffi.htm
шел	gram/morphol/prilag/formyusil.htm
шке	gram/zvuk/zv1.html
шлай	gram/morphol/glagol/deeprnayshlai.htm
шләй	gram/morphol/glagol/deeprnayshlai.htm
шнуровать	gram/morphol/glagol/affiks.htm
шпа-гат	gram/zvuk/slog.htm
шпи-он	gram/zvuk/slog.htm
штамп-ы-һыҙ	gram/alfavit/princpisma.htm
штампала	gram/morphol/glagol/affiks.htm
штер	gram/morphol/glagol/katotritc.htm;gram/morphol/glagol/vnutriglaol.htm
штергелә	gram/morphol/glagol/katotritc.htm
штырғыла	gram/morphol/glagol/katotritc.htm
шуҡыш	gram/zvuk/izmen.htm
шылтырр	gram/morphol/podrajslova/syntfun.htm
шын-яҙын	gram/zvuk/zv1.html
шығырт	gram/morphol/podrajslova/structpodrsl.htm
шығырҙа	gram/morphol/glagol/affiks.htm
шәб-ерәк	gram/alfavit/sovbashalf.htm
шәшкәһен	gram/morphol/glagol/deeprnap.htm
шәһәдәтнамә	gram/morphol/suchestv/parsych.htm
шөҡәтһеҙ	gram/syntax/predlojenie/skazuem.htm
щеголеватый	gram/morphol/prilag/maloprodaffi.htm
щеү	gram/syntax/predlojenie/tipypredl/poryadokslov.htm
ы-ран	gram/zvuk/zv1.html
ы-сын	gram/zvuk/zv1.html
ы-шыҡ	gram/zvuk/slog.htm
ыбыҙ	gram/morphol/suchestv/grammkatsych/katprinad.htm
ылда	gram/morphol/glagol/affiks.htm
ылдыра	gram/morphol/glagol/affiks.htm
ылйым	gram/morphol/prilag/slojaffi.htm
ылтаң	gram/zvuk/glzr3.htm
ымһаҡ	gram/morphol/prilag/slojaffi.htm
ына	gram/morphol/vvodzam.htm
ынан	gram/morphol/vvodzam.htm
ында	gram/morphol/vvodzam.htm
ынты	gram/morphol/prilag/slojaffi.htm
ынҡы	gram/morphol/prilag/prodaffi.htm;gram/morphol/prilag/slojaffi.htm
ыраҡ	algram/glagol.htm;gram/morphol/glagol/deeprnap.htm;gram/morphol/narechie/sravnitstepen.htm;gram/morphol/prilag/stepenisrav.htm
ырлыҡ	gram/morphol/modslova/modslutvotrits.htm;gram/morphol/suchestv/affik.htm
ырра	gram/morphol/glagol/deeprnaa.htm
ырт	gram/morphol/podrajslova/structpodrsl.htm
ырта	gram/morphol/glagol/infinformgl.htm
ыры	gram/morphol/prilag/slojaffi.htm
ырға	gram/morphol/glagol/naklonjelan.htm;gram/morphol/modslova/modslvozmoj.htm
ырҙа	gram/morphol/glagol/affiks.htm
ырҙай	gram/morphol/glagol/naklonuslov.htm;gram/morphol/modslova/modslutvotrits.htm
ығыҙ	gram/morphol/suchestv/grammkatsych/katprinad.htm;gram/morphol/vvodzam.htm;gram/zvuk/udar.htm
ыҡшы	gram/zvuk/izmen.htm
э-йәк	gram/zvuk/slog.htm
э-ре	gram/zvuk/zv1.html
э-се	gram/zvuk/slog.htm
эзопса	gram/syntax/predlojenie/tipypredl/vstavpred.htm
эйй	gram/morphol/mejdomet/mejdomet.htm
эксплуатировать	gram/morphol/glagol/affiks.htm
эл-гес	gram/fonomorph/fonproc.htm
эл-емтә	gram/zvuk/izmen.htm
электричество	gram/alfavit/sovbashalf.htm
элэ	gram/morphol/narechie/lexsostav.htm
эмм	gram/morphol/mejdomet/mejdomet.htm
эрдэ	gram/morphol/narechie/lexsostav.htm
эрт	gram/morphol/narechie/lexsostav.htm
эс-сеҙ	gram/zvuk/izmen.htm
эсер-т	gram/morphol/glagol/ponudzalog3.htm
эскелтемерәк	gram/morphol/prilag/formyusil.htm
эсәк-тең	gram/fonomorph/fonproc.htm
эсәр-әсмәҫ	gram/syntax/slovosochet/glagslovsprimclenfvy.htm
эти	gram/zvuk/zv1.html
это	gram/morphol/glagol/naklonpovel.htm
эш-ләт-мә-гән-һе-геҙ	gram/zvuk/slog.htm
эшлә-й-беҙ	gram/fonomorph/fonproc.htm
эшлә-й-эшлә-й	gram/fonomorph/fonproc.htm
эшлә-й-әсәк	gram/fonomorph/fonproc.htm
эшлә-мә-й-әсәк	gram/fonomorph/fonproc.htm
эшлә-н	gram/morphol/glagol/stradzalog.htm
юлташ	gram/zvuk/izmen.htm
юлыңғай	gram/morphol/narechie/slovosloj.htm
юғ-ал	gram/zvuk/zadneyaz.htm
ябай-лаш	gram/fonomorph/fonproc.htm
ябайла	gram/morphol/glagol/vzaimzalog.htm
ябайлаш-тыр	gram/fonomorph/fonproc.htm
ябайлаштыр-ыл	gram/fonomorph/fonproc.htm
ябайлаштырыл-ған	gram/fonomorph/fonproc.htm
ябайлаштырылған-лыҡтан	gram/fonomorph/fonproc.htm
является	gram/syntax/svyazislov/glagupravlenie.htm
ялтыраттырмай	gram/syntax/predlojenie/skazuem.htm
яль	gram/morphol/prilag/nulaffi.htm
ямҡыр	gram/zvuk/izmen.htm
ян-ғын	gram/fonomorph/fonproc.htm
яп-ты	gram/zvuk/izmen.htm
яр-ҙан	gram/zvuk/izmen.htm
яро	gram/morphol/narechie/lexsostav.htm
ярылҡа	gram/zvuk/izmen.htm
ярымколония	gram/morphol/suchestv/parsych.htm
ярымтура	gram/morphol/suchestv/parsych.htm
ясаҡ	gram/fonomorph/fonproc5.htm;gram/morphol/glagol/naklonsoslag.htm;gram/morphol/glagol/prichbudvr.htm
яҙ-ыл	gram/fonomorph/fonproc.htm
яҙ-ҙы	gram/zvuk/izmen.htm
яҙа-һым	gram/morphol/glagol/moddolj.htm
яҙыусЫмын	gram/zvuk/udar.htm
яҙғаң	gram/zvuk/izmen.htm
яһа-л	gram/fonomorph/fonproc.htm
ғай	gram/morphol/glagol/affiks.htm;gram/morphol/prilag/maloprodaffi.htm
ғайлыҡтан	gram/syntax/predlojenie/skazuem.htm
ғалаҡ	gram/morphol/prilag/slojaffi.htm
ғалимдәр	gram/syntax/predlojenie/tipypredl/slojnpredl/period.htm
ғалы	gram/morphol/glagol/infinformgl1.htm
ған	gram/morphol/chislit/pribchslit.htm;gram/morphol/glagol/imyadeyst.htm;gram/morphol/glagol/katotritc.htm;gram/morphol/glagol/naklonsoslag.htm;gram/morphol/glagol/naklonuslov.htm;gram/morphol/glagol/predmod.htm;gram/morphol/glagol/predmod1.htm;gram/morphol/glagol/prichnastvr.htm;gram/morphol/glagol/prichproshvr.htm;gram/morphol/glagol/stradzalog.htm;gram/morphol/glagol/vremyadavnoproshneopr.htm;gram/morphol/glagol/vremyapredproshnaganbulgan.htm;gram/morphol/glagol/vremyaproshednagan.htm;gram/morphol/modslova/modslutvotrits.htm;gram/morphol/prilag/adekt.htm;gram/morphol/prilag/maloprodaffi.htm;gram/morphol/prilag/sostavprilag.htm;gram/morphol/vvodzam.htm;gram/syntax/predlojenie/skazuem.htm;gram/syntax/predlojenie/tipypredl/slojnpredl/slojnpodchpred/pridatobrdeist.htm;gram/syntax/predlojenie/tipypredl/slojnpredl/slojnpodchpred/pridatprich.htm;gram/syntax/predlojenie/tipypredl/slojnpredl/slojnpodchpred/pridatustup.htm;gram/syntax/predlojenie/tipypredl/uslojprostpred.htm;gram/syntax/slovosochet/glagslovsprimclenfvy.htm;gram/syntax/slovosochet/imenslovosoch.htm
ғанда	gram/morphol/glagol/naklonuslov.htm;gram/syntax/predlojenie/skazuem.htm
ғандай	gram/syntax/predlojenie/skazuem.htm;gram/syntax/slovosochet/glagslovsprimclenfvy.htm
ғандан	gram/syntax/predlojenie/skazuem.htm
ғанлыҡтан	gram/syntax/predlojenie/skazuem.htm
ғанса	gram/morphol/glagol/deeprnagansa.htm;gram/morphol/glagol/deeprobchchar.htm;gram/morphol/glagol/katotritc.htm;gram/morphol/morhol1.html;gram/syntax/predlojenie/skazuem.htm;gram/zvuk/udar.htm
ғансы	gram/morphol/glagol/deeprnagansy.htm;gram/morphol/glagol/katotritc.htm;gram/morphol/morhol1.html;gram/syntax/predlojenie/obstoyatsrav.htm;gram/syntax/predlojenie/obstoyatstepeni.htm;gram/syntax/predlojenie/skazuem.htm;gram/syntax/predlojenie/tipypredl/slojnpredl/slojnpodchpred/pridatsrav.htm;gram/syntax/predlojenie/tipypredl/uslojprostpred.htm;gram/zvuk/udar.htm
ғанға	gram/syntax/predlojenie/skazuem.htm
ғариб	gram/morphol/suchestv/affik.htm
ғас	gram/morphol/glagol/deeprnagansy.htm;gram/morphol/glagol/deeprnagas.htm;gram/morphol/glagol/deeprnap.htm;gram/morphol/glagol/imyadeyst.htm;gram/morphol/glagol/katotritc.htm;gram/morphol/glagol/vremyanast.htm;gram/morphol/morhol1.html;gram/morphol/prilag/stepenisrav.htm;gram/morphol/vvodzam.htm;gram/syntax/predlojenie/obstoyatprich.htm;gram/syntax/predlojenie/skazuem.htm;gram/syntax/predlojenie/tipypredl/slojnpredl/uslojslojpred/slprsneodpridpred2.htm;gram/syntax/predlojenie/tipypredl/uslojprostpred.htm;gram/syntax/slovosochet/glagslovsprimclenfvy.htm
ғаҙы	gram/zvuk/sog.htm
ғилмий	gram/zvuk/zv1.html
ғолт	gram/morphol/podrajslova/structpodrsl.htm;gram/morphol/prilag/maloprodaffi.htm;gram/morphol/prilag/slojaffi.htm
ғомбағаш	gram/fonomorph/zvukizm.htm
ғос	gram/morphol/suchestv/affik.htm
ғоҙ	gram/morphol/glagol/naklonpovel.htm;gram/morphol/glagol/ponudzalog.htm;gram/morphol/suchestv/grammkatsych/katprinad.htm;gram/syntax/vvodzam.htm
ғоңур	gram/zvuk/glzr3.htm
ғуллап	gram/zvuk/sog.htm;gram/zvuk/zadneyaz.htm
ғурур	gram/morphol/suchestv/affik.htm
ғыл	gram/fonomorph/fonproc.htm;gram/morphol/prilag/formyusil.htm
ғыла	gram/morphol/glagol/katotritc.htm;gram/morphol/glagol/vnutriglaol.htm
ғылт	gram/morphol/prilag/maloprodaffi.htm;gram/morphol/prilag/slojaffi.htm
ғын	gram/morphol/prilag/maloprodaffi.htm
ғыр-ыл-да	gram/fonomorph/fonproc.htm
ғырау	gram/morphol/prilag/slojaffi.htm
ғыры	gram/morphol/glagol/naklonjelan.htm
ғырылдаҡ	gram/morphol/prilag/prodaffi.htm
ғыс	gram/morphol/prilag/maloprodaffi.htm;gram/morphol/prilag/prodaffi.htm;gram/morphol/suchestv/affik.htm
ғыҙ	gram/fonomorph/fonproc.htm;gram/morphol/glagol/naklonpovel.htm;gram/morphol/glagol/naklonuslov.htm;gram/morphol/suchestv/grammkatsych/katprinad.htm
ғәжәпләнет	gram/morphol/modslova/modslutvotrits.htm
ғән	gram/morphol/glagol/naklonuslov.htm
ҙай	gram/morphol/glagol/prichbudvr.htm;gram/syntax/predlojenie/obstoyatsrav.htm;gram/syntax/slovosochet/imenslovosoch.htm;gram/zvuk/udar.htm
ҙан	algram/such.htm;gram/morphol/suchestv/grammkatsych/ishpadez.htm;gram/morphol/suchestv/grammkatsych/padezkat.htm
ҙаш	gram/morphol/prilag/prodaffi.htm
ҙеке	gram/morphol/mestoim/pritmestoim.htm;gram/morphol/suchestv/grammkatsych/katprinad.htm;gram/morphol/suchestv/grammkatsych/katskaz.htm
ҙер	gram/alfavit/princpisma.htm;gram/fonomorph/fonproc.htm;gram/morphol/chastitsa/chastitsa.htm;gram/morphol/mestoim/neopredmestoim.htm;gram/zvuk/per.htm
ҙең	gram/morphol/suchestv/grammkatsych/padezkat.htm;gram/morphol/suchestv/grammkatsych/rodpadez.htm
ҙор	gram/alfavit/princpisma.htm;gram/fonomorph/fonproc.htm
ҙоҡо	gram/morphol/suchestv/grammkatsych/katprinad.htm
ҙоң	gram/morphol/suchestv/grammkatsych/padezkat.htm
ҙыр	gram/alfavit/princpisma.htm;gram/fonomorph/fonproc.htm;gram/morphol/chastitsa/chastitsa.htm;gram/morphol/mestoim/neopredmestoim.htm
ҙыҡы	gram/morphol/mestoim/pritmestoim.htm;gram/morphol/suchestv/grammkatsych/katprinad.htm;gram/morphol/suchestv/grammkatsych/katskaz.htm
ҙың	gram/morphol/suchestv/grammkatsych/padezkat.htm;gram/morphol/suchestv/grammkatsych/rodpadez.htm
ҙәй	gram/syntax/predlojenie/obstoyatsrav.htm;gram/zvuk/udar.htm
ҙәм	gram/morphol/prilag/maloprodaffi.htm
ҙән	gram/morphol/suchestv/grammkatsych/ishpadez.htm;gram/morphol/suchestv/grammkatsych/padezkat.htm
ҙәр	gram/morphol/suchestv/grammkatsych/chislo.htm
ҙәре	gram/morphol/suchestv/grammkatsych/katprinad.htm
ҙәрсә	gram/morphol/chislit/pribchslit.htm
ҙәш	gram/morphol/prilag/prodaffi.htm
ҙәһә	gram/morphol/mejdomet/mejdomet.htm
ҙөкө	gram/morphol/suchestv/grammkatsych/katprinad.htm
ҙөр	gram/alfavit/princpisma.htm;gram/fonomorph/fonproc.htm
ҙөң	gram/morphol/suchestv/grammkatsych/padezkat.htm
ҡ-ыр	gram/morphol/podrajslova/structpodrsl.htm
ҡа-п-ҡара	gram/fonomorph/zvizmprired.htm
ҡа-ра-й	gram/zvuk/slog.htm
ҡа-ра-ғус-ҡыл	gram/zvuk/udar.htm
ҡа-раңғы	gram/morphol/prilag/prodaffi.htm
ҡаб	gram/zvuk/gubn.htm
ҡабаламма	gram/zvuk/izmen.htm
ҡада	gram/zvuk/per.htm
ҡайт-ты	gram/zvuk/izmen.htm
ҡайымбика	gram/zvuk/izmen.htm
ҡакмайынса	gram/morphol/glagol/deeprnap.htm
ҡалаҡ-ты	gram/fonomorph/fonproc.htm
ҡалмаҫ-ҫың	gram/zvuk/izmen.htm
ҡалмаҫ-һың	gram/zvuk/izmen.htm
ҡалырсана	gram/morphol/suchestv/parsych.htm
ҡанэскес	gram/morphol/suchestv/grammkatsych/katprinad.htm
ҡап-ма-ҡар-шы	gram/zvuk/udar.htm
ҡара-й	gram/fonomorph/fonproc.htm
ҡара-й-ҡара-й	gram/fonomorph/fonproc.htm
ҡара-ш	gram/fonomorph/fonproc.htm
ҡара-штыр-ғыла	gram/morphol/glagol/vnutriglaol.htm
ҡара-ғус-ҡыл	gram/morphol/prilag/formyusil.htm
ҡарамһыҙ	gram/morphol/suchestv/grammkatsych/katskaz.htm
ҡарҡы	algram/obchie.htm
ҡасанан	gram/zvuk/udar.htm
ҡатын-ҡыҙҙа-ры-ғыҙ	gram/fonomorph/zvukizm.htm
ҡач	gram/zvuk/per.htm
ҡаҙ-ҙы	gram/zvuk/izmen.htm
ҡаҡ-ша	gram/fonomorph/fonproc.htm
ҡгкмы	gram/morphol/glagol/naklonnamer.htm
ҡиә-фәт	gram/zvuk/slog.htm
ҡо-рал	gram/zvuk/zv4.htm
ҡо-ро	gram/zvuk/slog.htm
ҡоза-ҡозағътлыҡ	gram/morphol/suchestv/parsych.htm
ҡолаялан	gram/syntax/predlojenie/obstoyatmesta.htm
ҡолоннар	gram/morphol/suchestv/grammkatsych/chislo.htm
ҡонтоҙ	gram/zvuk/izmen.htm
ҡор-ол	gram/fonomorph/fonproc.htm
ҡоро-т	gram/fonomorph/fonproc.htm
ҡорутын	gram/alfavit/princpisma.htm
ҡоҙа-ҡоҙағыйлык	gram/morphol/suchestv/parsych.htm
ҡтыр	gram/morphol/prilag/prodaffi.htm
ҡтырғыс	gram/morphol/prilag/prodaffi.htm
ҡуйы-р	gram/fonomorph/fonproc.htm
ҡунағ	gram/zvuk/zadneyaz.htm
ҡунағ-ым	gram/zvuk/zadneyaz.htm
ҡуш-ымта	gram/fonomorph/fonproc.htm;gram/zvuk/izmen.htm
ҡушҡуллап	gram/morphol/narechie/razryady.htm
ҡы-п-ҡыҙыл	gram/fonomorph/zvizmprired.htm
ҡыжмыр	gram/morphol/podrajslova/structpodrsl.htm
ҡыйн-а	gram/fonomorph/fonproc.htm
ҡымырҫҡа	gram/zvuk/izmen.htm
ҡыр-ғын	gram/zvuk/slog.htm
ҡыр-ғыс	gram/fonomorph/fonproc.htm
ҡырыҡ	gram/alfavit/princpisma.htm;gram/zvuk/sog.htm
ҡырыҫлаша	gram/morphol/glagol/vnutriglaol.htm
ҡырғ-аяҡ	gram/zvuk/sog.htm
ҡырғыҙ-са	gram/zvuk/izmen.htm
ҡыс	gram/morphol/prilag/prodaffi.htm
ҡысҡыр-ыб-ыраҡ	gram/fonomorph/fonproc.htm
ҡыштырҙауға	gram/syntax/predlojenie/tipypredl/poryadokslov.htm
ҡыҙ-ғылт	gram/fonomorph/fonproc.htm
ҡыҙ-ҙыҡы	gram/fonomorph/fonproc.htm
ҡыҙығ-ыраҡ	gram/fonomorph/fonproc.htm
ҡыҙғыл	gram/morphol/prilag/formyusil.htm
ҡың	gram/morphol/prilag/slojaffi.htm
ҡыҫ-ҡыс	gram/fonomorph/fonproc.htm
ҡыһыҙ	gram/morphol/modslova/modslutvotrits.htm
ҡәләм-де	gram/fonomorph/fonproc.htm
ҡөръән	gram/zvuk/glpr.htm
ҡөс	gram/morphol/prilag/prodaffi.htm
ү-геҙ	gram/zvuk/zv1.html
ү-се	gram/fonomorph/fonproc.htm
ү-тә	gram/zvuk/zv1.html
ү-ҙән	gram/zvuk/slog.htm
үкән-төкәп	gram/morphol/suchestv/parsych.htm
үлен	gram/syntax/predlojenie/tipypredl/slojnpredl/period.htm
үләнашарҙар	gram/morphol/glagol/prichbudvr.htm
үрен-де	gram/fonomorph/fonproc.htm
үрмәкүч	gram/morphol/suchestv/affik.htm
үс-ег-еү	gram/fonomorph/fonproc.htm
үчин	gram/morphol/poslelogi/obchchar.htm
үчүн	gram/morphol/poslelogi/obchchar.htm
үҙ-әк	gram/fonomorph/fonproc.htm
үҙебеҙекеһегеҙ	gram/morphol/suchestv/grammkatsych/katskaz.htm
үңерей	gram/zvuk/glpr3.htm
үңеҙ	gram/zvuk/zadneyaz.htm
үңрәй	gram/zvuk/glpr3.htm
үңүрей	gram/zvuk/glpr3.htm
һИгеҙ	gram/zvuk/udar.htm
һаб-ы	gram/zvuk/gubn.htm
һайлаб	gram/zvuk/sog.htm
һалп-һалп	gram/morphol/podrajslova/syntfun.htm
